Node,Plant,Storage Location
SOS001L12P,2117,1730.0
SOS002L09P,2120,2030.0
POP001L12P,2120,2030.0
POP500M24P,2120,2030.0
SOS001L12P,2117,1730.0
SOS001L12P,2120,2030.0
ATN01K24P,1920,2030.0
ATN01K24P,1920,2030.0
ATN01K24P,1920,2030.0
SOS002L09P,2117,1730.0
SOS001L12P,2120,2030.0
POP001L12P,2117,1730.0
ATN01K24P,1920,2030.0
ATN01K24P,1920,2030.0
ATN01K24P,1917,1730.0
ATN01K24P,1917,1730.0
POV001L24P,2119,1930.0
SOS005L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
SOS002L09P,2119,1930.0
AT5X5K,1921,2130.0
AT5X5K,1921,2130.0
AT5X5K,1921,2130.0
ATN02K12P,1921,2130.0
ATN02K12P,1921,2130.0
ATN02K12P,1921,2130.0
ATN01K24P,1921,2130.0
ATN01K24P,1921,2130.0
ATN01K24P,1921,2130.0
SOS005L04P,2121,2130.0
SOS003L04P,2121,2130.0
SOS005L04P,2121,2130.0
SOS001L12P,2120,2030.0
POV001L24P,2120,2030.0
SOS250M48P,2120,2030.0
ATN01K24P,1920,2030.0
POP001L12P,2120,2030.0
POP500M24P,2120,2030.0
SOS002L09P,2120,2030.0
SOS005L04P,2112,1230.0
SOS001L12P,2112,1230.0
SOS500M24P,2112,1230.0
SOS005L04P,2117,1730.0
SOS001L12P,2117,1730.0
ATN01K24P,1920,2030.0
SOS001L12P,2117,1730.0
SOS500M24P,2117,1730.0
SOS005L04P,2117,1730.0
ATWWP001K24P,1920,2030.0
ATN01K24P,1920,2030.0
SOS002L09P,2112,1230.0
SOS005L04P,2117,1730.0
SOS001L12P,2117,1730.0
POP001L12P,2117,1730.0
POV002L09P,2120,2030.0
SOS001L12P,2120,2030.0
ATN01K24P,1917,1730.0
SOS001L12P,2120,2030.0
POV002L09P,2120,2030.0
POV001L24P,2120,2030.0
ATWWP001K24P,1917,1730.0
ATN01K24P,1917,1730.0
SOS005L04P,2120,2030.0
SOS003L04P,2120,2030.0
SOS001L12P,2120,2030.0
ATN01K24P,1916,1630.0
SOS005L04P,2112,1230.0
SOS001L12P,2112,1230.0
SOS500M24P,2112,1230.0
POP001L12P,2112,1230.0
SOS005L04P,2116,1630.0
SOS003L04P,2116,1630.0
POV005L04P,2116,1630.0
POV005L04P,2116,1630.0
POV005L04P,2116,1630.0
POV500M24P,2116,1630.0
SOS002L09P,2112,1230.0
SE500G24P,1921,2130.0
AT5X5K,1916,1630.0
ATN01K24P,1916,1630.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
SOS250M48P,2119,1930.0
SOS002L09P,2119,1930.0
SOS005L04P,2114,1430.0
SOS002L09P,2119,1930.0
SOS002L09P,2119,1930.0
SOS002L09P,2119,1930.0
ATN01K24P,1919,1930.0
SOS002L09P,2118,1830.0
ATN01K24P,1919,1930.0
ATN01K24P,1919,1930.0
ATN01K24P,1916,1630.0
SOS005L04P,2116,1630.0
SOS001L12P,2116,1630.0
POP500M24P,2116,1630.0
ATWWP001K24P,1920,2030.0
ATN01K24P,1915,1530.0
MAR01K24P,1915,1530.0
MAR01K24P,1915,1530.0
ATN01K24P,1920,2030.0
AT5X5K,1920,2030.0
SE500G24P,1920,2030.0
SOS005L04P,2115,1530.0
SOS001L12P,2115,1530.0
SOS500M24P,2115,1530.0
POP005L04P,2115,1530.0
POP001L12P,2115,1530.0
POP500M24P,2115,1530.0
SOS002L09P,2115,1530.0
SOS005L04P,2120,2030.0
SOS500M24P,2120,2030.0
SOS002L09P,2112,1230.0
SOS002L09P,2114,1430.0
SE500G24P,1912,1230.0
ATN01K24P,1912,1230.0
POP001L12P,2112,1230.0
POP500M24P,2112,1230.0
SOS008L02P,2119,1930.0
SOS001L12P,2112,1230.0
ATN01K24P,1916,1630.0
ATN01K24P,1918,1830.0
MAR01K24P,1918,1830.0
ATN01K24P,1916,1630.0
ATN01K24P,1918,1830.0
SOS005L04P,2116,1630.0
SOS005L04P,2116,1630.0
SOS003L04P,2116,1630.0
SOS001L12P,2116,1630.0
SOS500M24P,2116,1630.0
POV500M24P,2116,1630.0
SOS008L02P,2119,1930.0
SOS008L02P,2119,1930.0
SOS008L02P,2119,1930.0
SOS002L09P,2119,1930.0
ATN01K24P,1919,1930.0
MAR01K24P,1919,1930.0
SOS005L04P,2121,2130.0
SOS001L12P,2121,2130.0
SOS001L12P,2121,2130.0
ATWWP001K24P,1915,1530.0
ATN01K24P,1915,1530.0
MAR01K24P,1915,1530.0
ATN01K24P,1915,1530.0
MAR01K24P,1915,1530.0
ATN01K24P,1916,1630.0
SOS001L12P,2120,2030.0
POV001L24P,2120,2030.0
MAR01K24P,1918,1830.0
SOS002L09P,2118,1830.0
ATN02K12P,1918,1830.0
ATN02K12P,1918,1830.0
SOS005L04P,2119,1930.0
SOS003L04P,2119,1930.0
SOS003L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
POP500M24P,2119,1930.0
SOS002L09P,2119,1930.0
SOS005L04P,2115,1530.0
POP001L12P,2115,1530.0
POP500M24P,2115,1530.0
ATN01K24P,1918,1830.0
ATN01K24P,1918,1830.0
SOS002L09P,2118,1830.0
SOS002L09P,2118,1830.0
SOS002L09P,2119,1930.0
ATN01K24P,1919,1930.0
SOS005L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS002L09P,2119,1930.0
SOS005L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
ATN01K24P,1919,1930.0
SE500G24P,1919,1930.0
SE200G24P,1919,1930.0
SOS002L09P,2119,1930.0
SOS003L04P,2119,1930.0
POP001L12P,2119,1930.0
POP001L12P,2119,1930.0
POP001L12P,2119,1930.0
POP500M24P,2119,1930.0
SOS002L09P,2119,1930.0
SOS002L09P,2119,1930.0
SOS005L04P,2103,330.0
SOS002L09P,2103,330.0
SOS002L09P,2103,330.0
SOS005L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
POP500M24P,2119,1930.0
POP500M24P,2119,1930.0
ATN01K24P,1919,1930.0
MAHS025K,1919,1930.0
MAHS025K,1919,1930.0
MAHS025K,1919,1930.0
MAHS025K,1919,1930.0
MAHS025K,1919,1930.0
SOS005L04P,2111,1130.0
SOS005L04P,2111,1130.0
SOS005L04P,2111,1130.0
SOS005L04P,2111,1130.0
SOS002L09P,2111,1130.0
SOS002L09P,2111,1130.0
SOS002L09P,2111,1130.0
SOS002L09P,2111,1130.0
SOS005L04P,2121,2130.0
SOS001L12P,2121,2130.0
SOS005L04P,2117,1730.0
SOS001L12P,2117,1730.0
SOS500M24P,2117,1730.0
SOS250M48P,2117,1730.0
POV500M24P,2117,1730.0
SOS005L04P,2117,1730.0
SOS001L12P,2117,1730.0
SOS500M24P,2117,1730.0
ATN01K24P,1917,1730.0
SOS005L04P,2117,1730.0
SOS001L12P,2117,1730.0
SOS250M48P,2117,1730.0
ATN01K24P,1917,1730.0
SE500G24P,1921,2130.0
POPF01L12P,2121,2130.0
SOS005L04P,2121,2130.0
SOS001L12P,2121,2130.0
SOS005L04P,2121,2130.0
SOS001L12P,2121,2130.0
POP005L04P,2121,2130.0
POP002L09P,2121,2130.0
POP001L12P,2121,2130.0
POPF01L12P,2121,2130.0
SOS005L04P,2103,330.0
SOS005L04P,2103,330.0
SOS003L04P,2103,330.0
SOS500M24P,2103,330.0
SOS002L09P,2112,1230.0
SOS002L09P,2112,1230.0
SOS002L09P,2112,1230.0
SOS500M24P,2112,1230.0
POV500M24P,2112,1230.0
SOS005L04P,2111,1130.0
SOS001L12P,2112,1230.0
SOS001L12P,2120,2030.0
ATN01K24P,1912,1230.0
ATN01K24P,1920,2030.0
SOS005L04P,2111,1130.0
SOS001L12P,2111,1130.0
SOS500M24P,2111,1130.0
SOS005L04P,2112,1230.0
SOS002L09P,2112,1230.0
SOS001L12P,2112,1230.0
POP001L12P,2112,1230.0
ATN02K12P,1912,1230.0
SOS500M24P,2120,2030.0
ATN01K24P,1917,1730.0
ATN01K24P,1917,1730.0
ATN01K24P,1917,1730.0
SOS500M24P,2120,2030.0
MAR01K24P,1915,1530.0
ATN01K24P,1915,1530.0
MAR01K24P,1915,1530.0
ATN01K24P,1915,1530.0
SOS005L04P,2120,2030.0
SOS003L04P,2120,2030.0
SOS001L12P,2120,2030.0
SOS001L12P,2120,2030.0
SOS001L12P,2120,2030.0
SOS500M24P,2120,2030.0
SOS500M24P,2120,2030.0
SOS500M24P,2120,2030.0
SOS250M48P,2120,2030.0
MAR01K24P,1915,1530.0
ATN01K24P,1915,1530.0
SOS001L12P,2115,1530.0
SOS500M24P,2115,1530.0
AT5X5K,1915,1530.0
ATN01K24P,1915,1530.0
MAR01K24P,1915,1530.0
SOS002L09P,2112,1230.0
SOS001L12P,2112,1230.0
SOS500M24P,2112,1230.0
POP500M24P,2112,1230.0
SOS005L04P,2115,1530.0
SOS003L04P,2115,1530.0
SOS001L12P,2115,1530.0
SOS500M24P,2115,1530.0
POV005L04P,2115,1530.0
SOS005L04P,2115,1530.0
SOS005L04P,2115,1530.0
SOS001L12P,2115,1530.0
POV005L04P,2115,1530.0
POV001L24P,2115,1530.0
POV500M24P,2115,1530.0
POP001L12P,2115,1530.0
SOS005L04P,2117,1730.0
SOS005L04P,2117,1730.0
SOS005L04P,2117,1730.0
SOS002L09P,2112,1230.0
SOS005L04P,2121,2130.0
SOS005L04P,2120,2030.0
SOS005L04P,2120,2030.0
SOS005L04P,2120,2030.0
SOS001L12P,2120,2030.0
SOS001L12P,2117,1730.0
SOS002L09P,2114,1430.0
ATN02K12P,1912,1230.0
SOS005L04P,2120,2030.0
SOS003L04P,2120,2030.0
SOS003L04P,2120,2030.0
SOS003L04P,2120,2030.0
SOS001L12P,2120,2030.0
SOS500M24P,2120,2030.0
SOS002L09P,2120,2030.0
SOS005L04P,2120,2030.0
SOS005L04P,2121,2130.0
SOS003L04P,2121,2130.0
SOS005L04P,2117,1730.0
SOS005L04P,2117,1730.0
SOS005L04P,2117,1730.0
SOS005L04P,2117,1730.0
SOS001L12P,2117,1730.0
SOS500M24P,2117,1730.0
SOS005L04P,2121,2130.0
SOS003L04P,2121,2130.0
SOS001L12P,2121,2130.0
SOS500M24P,2121,2130.0
ATN02K12P,1921,2130.0
MAR01K24P,1921,2130.0
ATWWP001K24P,1915,1530.0
ATN01K24P,1915,1530.0
ATWWP001K24P,1915,1530.0
ATN01K24P,1915,1530.0
ATWWP001K24P,1915,1530.0
ATWWP001K24P,1915,1530.0
ATWWP001K24P,1915,1530.0
ATN01K24P,1915,1530.0
ATWWP001K24P,1915,1530.0
ATN01K24P,1915,1530.0
MAR01K24P,1915,1530.0
SOS500M24P,2115,1530.0
SOS005L04P,2120,2030.0
SOS001L12P,2120,2030.0
POV002L09P,2120,2030.0
POV001L24P,2120,2030.0
SOS002L09P,2120,2030.0
ATN01K24P,1920,2030.0
SOS001L12P,2117,1730.0
SE500G24P,1921,2130.0
POV500M24P,2116,1630.0
POPF01L12P,2121,2130.0
SOS005L04P,2117,1730.0
SOS001L12P,2117,1730.0
SOS500M24P,2117,1730.0
SOS005L04P,2121,2130.0
SOS002L09P,2121,2130.0
SOS005L04P,2116,1630.0
SOS005L04P,2116,1630.0
SOS005L04P,2116,1630.0
SOS005L04P,2116,1630.0
POV500M24P,2121,2130.0
POP001L12P,2121,2130.0
SOS005L04P,2121,2130.0
ATN01K24P,1917,1730.0
POPF01L12P,2121,2130.0
POPF01L12P,2121,2130.0
POPF01L12P,2121,2130.0
POPF01L12P,2121,2130.0
POPF01L12P,2121,2130.0
SOS005L04P,2112,1230.0
SOS001L12P,2112,1230.0
POP001L12P,2112,1230.0
ATN02K12P,1921,2130.0
SOS002L09P,2112,1230.0
SOS002L09P,2112,1230.0
SE500G24P,1912,1230.0
ATN01K24P,1912,1230.0
SOS002L09P,2114,1430.0
SOS002L09P,2114,1430.0
SOS001L12P,2114,1430.0
SOS003L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS250M48P,2119,1930.0
ATN01K24P,1915,1530.0
MAR01K24P,1915,1530.0
MAR01K24P,1915,1530.0
SOS500M24P,2114,1430.0
SOS001L12P,2114,1430.0
SOS002L09P,2114,1430.0
SOS003L04P,2114,1430.0
SOS005L04P,2114,1430.0
SOS005L04P,2116,1630.0
SOS001L12P,2116,1630.0
SOS500M24P,2116,1630.0
SOS005L04P,2115,1530.0
SOS005L04P,2115,1530.0
SOS500M24P,2114,1430.0
SOS003L04P,2114,1430.0
SOS002L09P,2114,1430.0
SOS500M24P,2114,1430.0
SOS500M24P,2114,1430.0
SOS500M24P,2114,1430.0
SOS500M24P,2114,1430.0
SOS005L04P,2114,1430.0
SOS003L04P,2114,1430.0
SOS002L09P,2114,1430.0
SOS001L12P,2114,1430.0
SOS500M24P,2114,1430.0
SOS250M48P,2114,1430.0
SOS005L04P,2114,1430.0
SOS003L04P,2114,1430.0
SOS001L12P,2114,1430.0
SOS500M24P,2114,1430.0
POV001L24P,2114,1430.0
POV500M24P,2114,1430.0
ATN01K24P,1915,1530.0
MAR01K24P,1915,1530.0
SOS005L04P,2115,1530.0
SOS001L12P,2115,1530.0
SOS005L04P,2115,1530.0
POV001L24P,2115,1530.0
SOS005L04P,2115,1530.0
SOS003L04P,2115,1530.0
SOS001L12P,2115,1530.0
POP005L04P,2115,1530.0
POP001L12P,2115,1530.0
SE500G24P,1921,2130.0
SOS005L04P,2111,1130.0
ATN01K24P,1916,1630.0
SOS005L04P,2116,1630.0
SOS001L12P,2116,1630.0
SOS500M24P,2116,1630.0
POP001L12P,2116,1630.0
POP500M24P,2116,1630.0
ATN01K24P,1922,2230.0
ATN01K24P,1922,2230.0
AT5X5K,1922,2230.0
ATN01K24P,1922,2230.0
SE500G24P,1922,2230.0
AT5X5K,1922,2230.0
ATN01K24P,1922,2230.0
SOS002L09P,2122,2230.0
POV001L24P,2122,2230.0
SOS002L09P,2111,1130.0
SOS001L12P,2111,1130.0
SOS500M24P,2111,1130.0
POV001L24P,2119,1930.0
SOS005L04P,2111,1130.0
SOS002L09P,2111,1130.0
SOS005L04P,2114,1430.0
SOS002L09P,2114,1430.0
SOS001L12P,2114,1430.0
SOS500M24P,2114,1430.0
SOS005L04P,2115,1530.0
SOS003L04P,2115,1530.0
SOS001L12P,2115,1530.0
POP001L12P,2115,1530.0
POP500M24P,2115,1530.0
SOS005L04P,2118,1830.0
SOS005L04P,2118,1830.0
SOS005L04P,2118,1830.0
SOS001L12P,2118,1830.0
SOS001L12P,2118,1830.0
SOS001L12P,2118,1830.0
SOS001L12P,2118,1830.0
SOS001L12P,2118,1830.0
SOS500M24P,2118,1830.0
SOS500M24P,2118,1830.0
SOS500M24P,2118,1830.0
SE500G24P,1921,2130.0
SOS005L04P,2117,1730.0
SOS001L12P,2117,1730.0
SOS001L12P,2117,1730.0
SOS001L12P,2117,1730.0
SOS001L12P,2117,1730.0
SOS500M24P,2117,1730.0
SOS250M48P,2117,1730.0
POP001L12P,2117,1730.0
POP500M24P,2117,1730.0
SOS002L09P,2121,2130.0
POP001L12P,2121,2130.0
SOS002L09P,2121,2130.0
SOS002L09P,2116,1630.0
SOS002L09P,2116,1630.0
SOS002L09P,2116,1630.0
SOS002L09P,2116,1630.0
ATN01K24P,1916,1630.0
ATN01K24P,1916,1630.0
ATN01K24P,1916,1630.0
ATN01K24P,1916,1630.0
MAR01K24P,1914,1430.0
MAR01K24P,1914,1430.0
SOS500M24P,2114,1430.0
SOS003L04P,2114,1430.0
SOS003L04P,2114,1430.0
SOS003L04P,2114,1430.0
SOS001L12P,2114,1430.0
SOS001L12P,2114,1430.0
SOS001L12P,2114,1430.0
SOS001L12P,2114,1430.0
SOS001L12P,2114,1430.0
SOS500M24P,2114,1430.0
ATN01K24P,1922,2230.0
AT5X5K,1922,2230.0
ATN02K12P,1922,2230.0
SOS005L04P,2121,2130.0
POV002L09P,2122,2230.0
POV002L09P,2122,2230.0
POV002L09P,2122,2230.0
SOS002L09P,2122,2230.0
SOS002L09P,2122,2230.0
SOS005L04P,2117,1730.0
SOS001L12P,2117,1730.0
SOS001L12P,2117,1730.0
SOS001L12P,2117,1730.0
SOS001L12P,2117,1730.0
SOS500M24P,2117,1730.0
SOS500M24P,2117,1730.0
SOS500M24P,2117,1730.0
POV500M24P,2117,1730.0
POV500M24P,2117,1730.0
POV500M24P,2117,1730.0
SOS005L04P,2115,1530.0
SOS003L04P,2115,1530.0
SOS001L12P,2115,1530.0
SOS005L04P,2118,1830.0
SOS001L12P,2118,1830.0
SOS500M24P,2118,1830.0
POP001L12P,2118,1830.0
POP500M24P,2118,1830.0
SOS005L04P,2118,1830.0
POP001L12P,2118,1830.0
POP500M24P,2118,1830.0
SOS005L04P,2114,1430.0
SOS003L04P,2114,1430.0
ATN01K24P,1918,1830.0
ATN01K24P,1918,1830.0
ATN01K24P,1918,1830.0
SE500G24P,1918,1830.0
POV002L09P,2114,1430.0
POV001L24P,2114,1430.0
POV500M24P,2114,1430.0
SOS005L04P,2114,1430.0
SOS003L04P,2114,1430.0
SOS001L12P,2114,1430.0
SOS250M48P,2114,1430.0
ATN01K24P,1918,1830.0
ATN01K24P,1918,1830.0
ATN01K24P,1918,1830.0
SOS005L04P,2114,1430.0
SOS005L04P,2103,330.0
SOS001L12P,2103,330.0
POPF01L12P,2118,1830.0
SOS005L04P,2114,1430.0
SOS001L12P,2114,1430.0
SOS500M24P,2114,1430.0
SOS002L09P,2121,2130.0
SOS005L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
POV001L24P,2119,1930.0
ATN01K24P,1919,1930.0
MAR01K24P,1921,2130.0
ATN01K24P,1919,1930.0
SOS005L04P,2103,330.0
SOS003L04P,2103,330.0
SOS001L12P,2103,330.0
SOS500M24P,2103,330.0
SOS005L04P,2121,2130.0
SOS005L04P,2121,2130.0
SOS005L04P,2121,2130.0
SOS003L04P,2121,2130.0
SOS003L04P,2121,2130.0
SOS003L04P,2121,2130.0
SOS002L09P,2121,2130.0
SOS001L12P,2121,2130.0
SOS500M24P,2121,2130.0
SOS003L04P,2121,2130.0
SOS001L12P,2121,2130.0
ATN01K24P,1918,1830.0
ATN01K24P,1918,1830.0
SOS250M48P,2112,1230.0
POP002L09P,2118,1830.0
POP002L09P,2118,1830.0
POP002L09P,2118,1830.0
POP001L12P,2118,1830.0
POP001L12P,2118,1830.0
POP001L12P,2118,1830.0
POP500M24P,2118,1830.0
SOS005L04P,2112,1230.0
POV500M24P,2112,1230.0
SOS001L12P,2119,1930.0
ATN02K12P,1912,1230.0
SOS005L04P,2118,1830.0
SOS001L12P,2118,1830.0
SOS001L12P,2118,1830.0
SOS001L12P,2118,1830.0
SOS500M24P,2118,1830.0
SOS005L04P,2114,1430.0
SOS005L04P,2116,1630.0
SOS005L04P,2116,1630.0
SOS005L04P,2116,1630.0
SOS005L04P,2116,1630.0
SOS001L12P,2116,1630.0
SOS001L12P,2116,1630.0
SOS001L12P,2116,1630.0
SOS001L12P,2116,1630.0
SOS001L12P,2116,1630.0
SOS500M24P,2116,1630.0
AT5X5K,1916,1630.0
AT5X5K,1916,1630.0
AT5X5K,1916,1630.0
ATN02K12P,1916,1630.0
ATN01K24P,1916,1630.0
ATN01K24P,1922,2230.0
SOS002L09P,2116,1630.0
SOS002L09P,2116,1630.0
SOS002L09P,2116,1630.0
SOS002L09P,2116,1630.0
ATN01K24P,1922,2230.0
ATN01K24P,1916,1630.0
POV002L09P,2122,2230.0
SOS005L04P,2116,1630.0
SOS005L04P,2116,1630.0
SOS005L04P,2116,1630.0
SOS005L04P,2116,1630.0
SOS001L12P,2116,1630.0
ATN01K24P,1916,1630.0
POP001L12P,2117,1730.0
POP500M24P,2117,1730.0
SOS005L04P,2117,1730.0
POP001L12P,2117,1730.0
POP001L12P,2117,1730.0
POP001L12P,2117,1730.0
POP001L12P,2117,1730.0
SOS003L04P,2121,2130.0
SOS001L12P,2121,2130.0
ATN01K24P,1916,1630.0
SOS005L04P,2121,2130.0
SOS002L09P,2116,1630.0
SOS005L04P,2118,1830.0
SOS001L12P,2118,1830.0
POP002L09P,2118,1830.0
POP001L12P,2118,1830.0
ATN01K24P,1922,2230.0
ATN01K24P,1922,2230.0
AT5X5K,1922,2230.0
SOS005L04P,2122,2230.0
SOS001L12P,2122,2230.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
SOS001L12P,2118,1830.0
SOS005L04P,2118,1830.0
SOS500M24P,2118,1830.0
SOS005L04P,2122,2230.0
SOS001L12P,2122,2230.0
SOS500M24P,2122,2230.0
SOS005L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
SOS005L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
SOS008L02P,2119,1930.0
SOS005L04P,2119,1930.0
SOS003L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
SE500G24P,1919,1930.0
ATN01K24P,1919,1930.0
ATN01K24P,1922,2230.0
ATN01K24P,1922,2230.0
ATN01K24P,1922,2230.0
MAR01K24P,1922,2230.0
SOS002L09P,2116,1630.0
SOS001L12P,2112,1230.0
SOS002L09P,2112,1230.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
SOS005L04P,2119,1930.0
SOS003L04P,2119,1930.0
SOS001L12P,2119,1930.0
SOS500M24P,2119,1930.0
ATN01K24P,1922,2230.0
ATN01K24P,1922,2230.0
ATN01K24P,1922,2230.0
POV001L24P,2122,2230.0
POV500M24P,2122,2230.0
ATN01K24P,1916,1630.0
ATN01K24P,1916,1630.0
ATN01K24P,1916,1630.0
SOS005L04P,2114,1430.0
SOS003L04P,2114,1430.0
SOS001L12P,2114,1430.0
SOS002L09P,2116,1630.0
SOS005L04P,2116,1630.0
SOS003L04P,2116,1630.0
SOS001L12P,2116,1630.0
SOS005L04P,2112,1230.0
SOS003L04P,2112,1230.0
SOS002L09P,2112,1230.0
SOS001L12P,2112,1230.0
SOS500M24P,2112,1230.0
POP001L12P,2112,1230.0
SOS005L04P,2119,1930.0
SOS001L12P,2119,1930.0
POP002L09P,2112,1230.0
SOS002L09P,2112,1230.0
AT5X5K,1912,1230.0
ATN01K24P,1912,1230.0
SE500G24P,1912,1230.0
MAR01K24P,1912,1230.0
SE500G24P,1912,1230.0
SE500G24P,1912,1230.0
SE500G24P,1912,1230.0
ATN02K12P,1912,1230.0
ATN02K12P,1912,1230.0
SOS002L09P,2112,1230.0
SOS005L04P,2112,1230.0
SOS003L04P,2112,1230.0
SOS001L12P,2112,1230.0
SOS500M24P,2112,1230.0
POP500M24P,2119,1930.0
POP001L12P,2121,2130.0
SOS001L12P,2119,1930.0
ATWWP001K24P,1921,2130.0
ATWWP001K24P,1921,2130.0
SOS005L04P,2116,1630.0
SOS003L04P,2116,1630.0
SOS001L12P,2116,1630.0
POV500M24P,2116,1630.0
ATN01K24P,1916,1630.0
ATN01K24P,1916,1630.0
AT5X5K,1921,2130.0
ATN01K24P,1921,2130.0
SOS005L04P,2103,330.0
SOS005L04P,2103,330.0
