Storage Location,node1,node2
1130.0,ATN01K24P,SOS003L04P
1130.0,ATN01K24P,POP001L12P
1130.0,ATN01K24P,POP500M24P
1130.0,ATN01K24P,POV001L24P
1130.0,ATN01K24P,SOS008L02P
1130.0,ATN01K24P,ATWWP001K24P
1130.0,ATN01K24P,MASR025K
1130.0,ATN01K24P,POV002L09P
1130.0,ATN01K24P,SOS250M48P
1130.0,ATN01K24P,AT5X5K
1130.0,ATN01K24P,SOP001L12P
1130.0,ATN01K24P,ATPA1K24P
1130.0,ATN01K24P,MAP1K25P
1130.0,ATN01K24P,EEA500G12P
1130.0,ATN01K24P,EEA200G24P
1130.0,MAR02K12P,MAR01K24P
1130.0,MAR02K12P,SE500G24P
1130.0,MAR02K12P,SOS001L12P
1130.0,MAR02K12P,SOS500M24P
1130.0,MAR02K12P,SOS005L04P
1130.0,MAR02K12P,SOS002L09P
1130.0,MAR02K12P,SOS003L04P
1130.0,MAR02K12P,POP001L12P
1130.0,MAR02K12P,POP500M24P
1130.0,MAR02K12P,POV001L24P
1130.0,MAR02K12P,SOS008L02P
1130.0,MAR02K12P,ATWWP001K24P
1130.0,MAR02K12P,MASR025K
1130.0,MAR02K12P,POV002L09P
1130.0,MAR02K12P,SOS250M48P
1130.0,MAR02K12P,AT5X5K
1130.0,MAR02K12P,SOP001L12P
1130.0,MAR02K12P,ATPA1K24P
1130.0,MAR02K12P,MAP1K25P
1130.0,MAR02K12P,EEA500G12P
1130.0,MAR02K12P,EEA200G24P
1130.0,MAR01K24P,SE500G24P
1130.0,MAR01K24P,SOS001L12P
1130.0,MAR01K24P,SOS500M24P
1130.0,MAR01K24P,SOS005L04P
1130.0,MAR01K24P,SOS002L09P
1130.0,MAR01K24P,SOS003L04P
1130.0,MAR01K24P,POP001L12P
1130.0,MAR01K24P,POP500M24P
1130.0,MAR01K24P,POV001L24P
1130.0,MAR01K24P,SOS008L02P
1130.0,MAR01K24P,ATWWP001K24P
1130.0,MAR01K24P,MASR025K
1130.0,MAR01K24P,POV002L09P
1130.0,MAR01K24P,SOS250M48P
1130.0,MAR01K24P,AT5X5K
1130.0,MAR01K24P,SOP001L12P
1130.0,MAR01K24P,ATPA1K24P
1130.0,MAR01K24P,MAP1K25P
1130.0,MAR01K24P,EEA500G12P
1130.0,MAR01K24P,EEA200G24P
1130.0,SE500G24P,SOS001L12P
1130.0,SE500G24P,SOS500M24P
1130.0,SE500G24P,SOS005L04P
1130.0,SE500G24P,SOS002L09P
1130.0,SE500G24P,SOS003L04P
1130.0,SE500G24P,POP001L12P
1130.0,SE500G24P,POP500M24P
1130.0,SE500G24P,POV001L24P
1130.0,SE500G24P,SOS008L02P
1130.0,SE500G24P,ATWWP001K24P
1130.0,SE500G24P,MASR025K
1130.0,SE500G24P,POV002L09P
1130.0,SE500G24P,SOS250M48P
1130.0,SE500G24P,AT5X5K
1130.0,SE500G24P,SOP001L12P
1130.0,SE500G24P,ATPA1K24P
1130.0,SE500G24P,MAP1K25P
1130.0,SE500G24P,EEA500G12P
1130.0,SE500G24P,EEA200G24P
1130.0,SOS001L12P,SOS500M24P
1130.0,SOS001L12P,SOS005L04P
1130.0,SOS001L12P,SOS002L09P
1130.0,SOS001L12P,SOS003L04P
1130.0,SOS001L12P,POP001L12P
1130.0,SOS001L12P,POP500M24P
1130.0,SOS001L12P,POV001L24P
1130.0,SOS001L12P,SOS008L02P
1130.0,SOS001L12P,ATWWP001K24P
1130.0,SOS001L12P,MASR025K
1130.0,SOS001L12P,POV002L09P
1130.0,SOS001L12P,SOS250M48P
1130.0,SOS001L12P,AT5X5K
1130.0,SOS001L12P,SOP001L12P
1130.0,SOS001L12P,ATPA1K24P
1130.0,SOS001L12P,MAP1K25P
1130.0,SOS001L12P,EEA500G12P
1130.0,SOS001L12P,EEA200G24P
1130.0,SOS500M24P,SOS005L04P
1130.0,SOS500M24P,SOS002L09P
1130.0,SOS500M24P,SOS003L04P
1130.0,SOS500M24P,POP001L12P
1130.0,SOS500M24P,POP500M24P
1130.0,SOS500M24P,POV001L24P
1130.0,SOS500M24P,SOS008L02P
1130.0,SOS500M24P,ATWWP001K24P
1130.0,SOS500M24P,MASR025K
1130.0,SOS500M24P,POV002L09P
1130.0,SOS500M24P,SOS250M48P
1130.0,SOS500M24P,AT5X5K
1130.0,SOS500M24P,SOP001L12P
1130.0,SOS500M24P,ATPA1K24P
1130.0,SOS500M24P,MAP1K25P
1130.0,SOS500M24P,EEA500G12P
1130.0,SOS500M24P,EEA200G24P
1130.0,SOS005L04P,SOS002L09P
1130.0,SOS005L04P,SOS003L04P
1130.0,SOS005L04P,POP001L12P
1130.0,SOS005L04P,POP500M24P
1130.0,SOS005L04P,POV001L24P
1130.0,SOS005L04P,SOS008L02P
1130.0,SOS005L04P,ATWWP001K24P
1130.0,SOS005L04P,MASR025K
1130.0,SOS005L04P,POV002L09P
1130.0,SOS005L04P,SOS250M48P
1130.0,SOS005L04P,AT5X5K
1130.0,SOS005L04P,SOP001L12P
1130.0,SOS005L04P,ATPA1K24P
1130.0,SOS005L04P,MAP1K25P
1130.0,SOS005L04P,EEA500G12P
1130.0,SOS005L04P,EEA200G24P
1130.0,SOS002L09P,SOS003L04P
1130.0,SOS002L09P,POP001L12P
1130.0,SOS002L09P,POP500M24P
1130.0,SOS002L09P,POV001L24P
1130.0,SOS002L09P,SOS008L02P
1130.0,SOS002L09P,ATWWP001K24P
1130.0,SOS002L09P,MASR025K
1130.0,SOS002L09P,POV002L09P
1130.0,SOS002L09P,SOS250M48P
1130.0,SOS002L09P,AT5X5K
1130.0,SOS002L09P,SOP001L12P
1130.0,SOS002L09P,ATPA1K24P
1130.0,SOS002L09P,MAP1K25P
1130.0,SOS002L09P,EEA500G12P
1130.0,SOS002L09P,EEA200G24P
1130.0,SOS003L04P,POP001L12P
1130.0,SOS003L04P,POP500M24P
1130.0,SOS003L04P,POV001L24P
1130.0,SOS003L04P,SOS008L02P
1130.0,SOS003L04P,ATWWP001K24P
1130.0,SOS003L04P,MASR025K
1130.0,SOS003L04P,POV002L09P
1130.0,SOS003L04P,SOS250M48P
1130.0,SOS003L04P,AT5X5K
1130.0,SOS003L04P,SOP001L12P
1130.0,SOS003L04P,ATPA1K24P
1130.0,SOS003L04P,MAP1K25P
1130.0,SOS003L04P,EEA500G12P
1130.0,SOS003L04P,EEA200G24P
1130.0,POP001L12P,POP500M24P
1130.0,POP001L12P,POV001L24P
1130.0,POP001L12P,SOS008L02P
1130.0,POP001L12P,ATWWP001K24P
1130.0,POP001L12P,MASR025K
1130.0,POP001L12P,POV002L09P
1130.0,POP001L12P,SOS250M48P
1130.0,POP001L12P,AT5X5K
1130.0,POP001L12P,SOP001L12P
1130.0,POP001L12P,ATPA1K24P
1130.0,POP001L12P,MAP1K25P
1130.0,POP001L12P,EEA500G12P
1130.0,POP001L12P,EEA200G24P
1130.0,POP500M24P,POV001L24P
1130.0,POP500M24P,SOS008L02P
1130.0,POP500M24P,ATWWP001K24P
1130.0,POP500M24P,MASR025K
1130.0,POP500M24P,POV002L09P
1130.0,POP500M24P,SOS250M48P
1130.0,POP500M24P,AT5X5K
1130.0,POP500M24P,SOP001L12P
1130.0,POP500M24P,ATPA1K24P
1130.0,POP500M24P,MAP1K25P
1130.0,POP500M24P,EEA500G12P
1130.0,POP500M24P,EEA200G24P
1130.0,POV001L24P,SOS008L02P
1130.0,POV001L24P,ATWWP001K24P
1130.0,POV001L24P,MASR025K
1130.0,POV001L24P,POV002L09P
1130.0,POV001L24P,SOS250M48P
1130.0,POV001L24P,AT5X5K
1130.0,POV001L24P,SOP001L12P
1130.0,POV001L24P,ATPA1K24P
1130.0,POV001L24P,MAP1K25P
1130.0,POV001L24P,EEA500G12P
1130.0,POV001L24P,EEA200G24P
1130.0,SOS008L02P,ATWWP001K24P
1130.0,SOS008L02P,MASR025K
1130.0,SOS008L02P,POV002L09P
1130.0,SOS008L02P,SOS250M48P
1130.0,SOS008L02P,AT5X5K
1130.0,SOS008L02P,SOP001L12P
1130.0,SOS008L02P,ATPA1K24P
1130.0,SOS008L02P,MAP1K25P
1130.0,SOS008L02P,EEA500G12P
1130.0,SOS008L02P,EEA200G24P
1130.0,ATWWP001K24P,MASR025K
1130.0,ATWWP001K24P,POV002L09P
1130.0,ATWWP001K24P,SOS250M48P
1130.0,ATWWP001K24P,AT5X5K
1130.0,ATWWP001K24P,SOP001L12P
1130.0,ATWWP001K24P,ATPA1K24P
1130.0,ATWWP001K24P,MAP1K25P
1130.0,ATWWP001K24P,EEA500G12P
1130.0,ATWWP001K24P,EEA200G24P
1130.0,MASR025K,POV002L09P
1130.0,MASR025K,SOS250M48P
1130.0,MASR025K,AT5X5K
1130.0,MASR025K,SOP001L12P
1130.0,MASR025K,ATPA1K24P
1130.0,MASR025K,MAP1K25P
1130.0,MASR025K,EEA500G12P
1130.0,MASR025K,EEA200G24P
1130.0,POV002L09P,SOS250M48P
1130.0,POV002L09P,AT5X5K
1130.0,POV002L09P,SOP001L12P
1130.0,POV002L09P,ATPA1K24P
1130.0,POV002L09P,MAP1K25P
1130.0,POV002L09P,EEA500G12P
1130.0,POV002L09P,EEA200G24P
1130.0,SOS250M48P,AT5X5K
1130.0,SOS250M48P,SOP001L12P
1130.0,SOS250M48P,ATPA1K24P
1130.0,SOS250M48P,MAP1K25P
1130.0,SOS250M48P,EEA500G12P
1130.0,SOS250M48P,EEA200G24P
1130.0,AT5X5K,SOP001L12P
1130.0,AT5X5K,ATPA1K24P
1130.0,AT5X5K,MAP1K25P
1130.0,AT5X5K,EEA500G12P
1130.0,AT5X5K,EEA200G24P
1130.0,SOP001L12P,ATPA1K24P
1130.0,SOP001L12P,MAP1K25P
1130.0,SOP001L12P,EEA500G12P
1130.0,SOP001L12P,EEA200G24P
1130.0,ATPA1K24P,MAP1K25P
1130.0,ATPA1K24P,EEA500G12P
1130.0,ATPA1K24P,EEA200G24P
1130.0,MAP1K25P,EEA500G12P
1130.0,MAP1K25P,EEA200G24P
1130.0,EEA500G12P,EEA200G24P
1230.0,SOS005L04P,SOS001L12P
1230.0,SOS005L04P,SOS500M24P
1230.0,SOS005L04P,SOS002L09P
1230.0,SOS005L04P,POP001L12P
1230.0,SOS005L04P,SE500G24P
1230.0,SOS005L04P,ATN01K24P
1230.0,SOS005L04P,POP500M24P
1230.0,SOS005L04P,POV500M24P
1230.0,SOS005L04P,ATN02K12P
1230.0,SOS005L04P,SOS250M48P
1230.0,SOS005L04P,SOS003L04P
1230.0,SOS005L04P,POP002L09P
1230.0,SOS005L04P,AT5X5K
1230.0,SOS005L04P,MAR01K24P
1230.0,SOS005L04P,SOS008L02P
1230.0,SOS005L04P,POV001L24P
1230.0,SOS005L04P,POV002L09P
1230.0,SOS005L04P,POV005L04P
1230.0,SOS005L04P,POP005L04P
1230.0,SOS005L04P,ATWWP001K24P
1230.0,SOS005L04P,MAR02K12P
1230.0,SOS005L04P,MASR025K
1230.0,SOS001L12P,SOS500M24P
1230.0,SOS001L12P,SOS002L09P
1230.0,SOS001L12P,POP001L12P
1230.0,SOS001L12P,SE500G24P
1230.0,SOS001L12P,ATN01K24P
1230.0,SOS001L12P,POP500M24P
1230.0,SOS001L12P,POV500M24P
1230.0,SOS001L12P,ATN02K12P
1230.0,SOS001L12P,SOS250M48P
1230.0,SOS001L12P,SOS003L04P
1230.0,SOS001L12P,POP002L09P
1230.0,SOS001L12P,AT5X5K
1230.0,SOS001L12P,MAR01K24P
1230.0,SOS001L12P,SOS008L02P
1230.0,SOS001L12P,POV001L24P
1230.0,SOS001L12P,POV002L09P
1230.0,SOS001L12P,POV005L04P
1230.0,SOS001L12P,POP005L04P
1230.0,SOS001L12P,ATWWP001K24P
1230.0,SOS001L12P,MAR02K12P
1230.0,SOS001L12P,MASR025K
1230.0,SOS500M24P,SOS002L09P
1230.0,SOS500M24P,POP001L12P
1230.0,SOS500M24P,SE500G24P
1230.0,SOS500M24P,ATN01K24P
1230.0,SOS500M24P,POP500M24P
1230.0,SOS500M24P,POV500M24P
1230.0,SOS500M24P,ATN02K12P
1230.0,SOS500M24P,SOS250M48P
1230.0,SOS500M24P,SOS003L04P
1230.0,SOS500M24P,POP002L09P
1230.0,SOS500M24P,AT5X5K
1230.0,SOS500M24P,MAR01K24P
1230.0,SOS500M24P,SOS008L02P
1230.0,SOS500M24P,POV001L24P
1230.0,SOS500M24P,POV002L09P
1230.0,SOS500M24P,POV005L04P
1230.0,SOS500M24P,POP005L04P
1230.0,SOS500M24P,ATWWP001K24P
1230.0,SOS500M24P,MAR02K12P
1230.0,SOS500M24P,MASR025K
1230.0,SOS002L09P,POP001L12P
1230.0,SOS002L09P,SE500G24P
1230.0,SOS002L09P,ATN01K24P
1230.0,SOS002L09P,POP500M24P
1230.0,SOS002L09P,POV500M24P
1230.0,SOS002L09P,ATN02K12P
1230.0,SOS002L09P,SOS250M48P
1230.0,SOS002L09P,SOS003L04P
1230.0,SOS002L09P,POP002L09P
1230.0,SOS002L09P,AT5X5K
1230.0,SOS002L09P,MAR01K24P
1230.0,SOS002L09P,SOS008L02P
1230.0,SOS002L09P,POV001L24P
1230.0,SOS002L09P,POV002L09P
1230.0,SOS002L09P,POV005L04P
1230.0,SOS002L09P,POP005L04P
1230.0,SOS002L09P,ATWWP001K24P
1230.0,SOS002L09P,MAR02K12P
1230.0,SOS002L09P,MASR025K
1230.0,POP001L12P,SE500G24P
1230.0,POP001L12P,ATN01K24P
1230.0,POP001L12P,POP500M24P
1230.0,POP001L12P,POV500M24P
1230.0,POP001L12P,ATN02K12P
1230.0,POP001L12P,SOS250M48P
1230.0,POP001L12P,SOS003L04P
1230.0,POP001L12P,POP002L09P
1230.0,POP001L12P,AT5X5K
1230.0,POP001L12P,MAR01K24P
1230.0,POP001L12P,SOS008L02P
1230.0,POP001L12P,POV001L24P
1230.0,POP001L12P,POV002L09P
1230.0,POP001L12P,POV005L04P
1230.0,POP001L12P,POP005L04P
1230.0,POP001L12P,ATWWP001K24P
1230.0,POP001L12P,MAR02K12P
1230.0,POP001L12P,MASR025K
1230.0,SE500G24P,ATN01K24P
1230.0,SE500G24P,POP500M24P
1230.0,SE500G24P,POV500M24P
1230.0,SE500G24P,ATN02K12P
1230.0,SE500G24P,SOS250M48P
1230.0,SE500G24P,SOS003L04P
1230.0,SE500G24P,POP002L09P
1230.0,SE500G24P,AT5X5K
1230.0,SE500G24P,MAR01K24P
1230.0,SE500G24P,SOS008L02P
1230.0,SE500G24P,POV001L24P
1230.0,SE500G24P,POV002L09P
1230.0,SE500G24P,POV005L04P
1230.0,SE500G24P,POP005L04P
1230.0,SE500G24P,ATWWP001K24P
1230.0,SE500G24P,MAR02K12P
1230.0,SE500G24P,MASR025K
1230.0,ATN01K24P,POP500M24P
1230.0,ATN01K24P,POV500M24P
1230.0,ATN01K24P,ATN02K12P
1230.0,ATN01K24P,SOS250M48P
1230.0,ATN01K24P,SOS003L04P
1230.0,ATN01K24P,POP002L09P
1230.0,ATN01K24P,AT5X5K
1230.0,ATN01K24P,MAR01K24P
1230.0,ATN01K24P,SOS008L02P
1230.0,ATN01K24P,POV001L24P
1230.0,ATN01K24P,POV002L09P
1230.0,ATN01K24P,POV005L04P
1230.0,ATN01K24P,POP005L04P
1230.0,ATN01K24P,ATWWP001K24P
1230.0,ATN01K24P,MAR02K12P
1230.0,ATN01K24P,MASR025K
1230.0,POP500M24P,POV500M24P
1230.0,POP500M24P,ATN02K12P
1230.0,POP500M24P,SOS250M48P
1230.0,POP500M24P,SOS003L04P
1230.0,POP500M24P,POP002L09P
1230.0,POP500M24P,AT5X5K
1230.0,POP500M24P,MAR01K24P
1230.0,POP500M24P,SOS008L02P
1230.0,POP500M24P,POV001L24P
1230.0,POP500M24P,POV002L09P
1230.0,POP500M24P,POV005L04P
1230.0,POP500M24P,POP005L04P
1230.0,POP500M24P,ATWWP001K24P
1230.0,POP500M24P,MAR02K12P
1230.0,POP500M24P,MASR025K
1230.0,POV500M24P,ATN02K12P
1230.0,POV500M24P,SOS250M48P
1230.0,POV500M24P,SOS003L04P
