Storage Location,node1,node2
330.0,21,32
330.0,21,25
330.0,29,7
330.0,29,23
330.0,29,32
330.0,29,25
330.0,7,23
330.0,7,32
330.0,7,25
330.0,23,32
330.0,23,25
330.0,32,25
1130.0,23,24
1130.0,23,25
1130.0,23,26
1130.0,23,31
1130.0,23,4
1130.0,23,5
1130.0,23,1
1130.0,23,3
1130.0,23,2
1130.0,23,12
1130.0,23,20
1130.0,23,10
1130.0,23,0
1130.0,23,28
1130.0,23,29
1130.0,23,9
1130.0,23,6
1130.0,23,22
1130.0,23,7
1130.0,23,34
1130.0,23,36
1130.0,23,38
1130.0,23,39
1130.0,24,25
1130.0,24,26
1130.0,24,31
1130.0,24,4
1130.0,24,5
1130.0,24,1
1130.0,24,3
1130.0,24,2
1130.0,24,12
1130.0,24,20
1130.0,24,10
1130.0,24,0
1130.0,24,28
1130.0,24,29
1130.0,24,9
1130.0,24,6
1130.0,24,22
1130.0,24,7
1130.0,24,34
1130.0,24,36
1130.0,24,38
1130.0,24,39
1130.0,25,26
1130.0,25,31
1130.0,25,4
1130.0,25,5
1130.0,25,1
1130.0,25,3
1130.0,25,2
1130.0,25,12
1130.0,25,20
1130.0,25,10
1130.0,25,0
1130.0,25,28
1130.0,25,29
1130.0,25,9
1130.0,25,6
1130.0,25,22
1130.0,25,7
1130.0,25,34
1130.0,25,36
1130.0,25,38
1130.0,25,39
1130.0,26,31
1130.0,26,4
1130.0,26,5
1130.0,26,1
1130.0,26,3
1130.0,26,2
1130.0,26,12
1130.0,26,20
1130.0,26,10
1130.0,26,0
1130.0,26,28
1130.0,26,29
1130.0,26,9
1130.0,26,6
1130.0,26,22
1130.0,26,7
1130.0,26,34
1130.0,26,36
1130.0,26,38
1130.0,26,39
1130.0,31,4
1130.0,31,5
1130.0,31,1
1130.0,31,3
1130.0,31,2
1130.0,31,12
1130.0,31,20
1130.0,31,10
1130.0,31,0
1130.0,31,28
1130.0,31,29
1130.0,31,9
1130.0,31,6
1130.0,31,22
1130.0,31,7
1130.0,31,34
1130.0,31,36
1130.0,31,38
1130.0,31,39
1130.0,4,5
1130.0,4,1
1130.0,4,3
1130.0,4,2
1130.0,4,12
1130.0,4,20
1130.0,4,10
1130.0,4,0
1130.0,4,28
1130.0,4,29
1130.0,4,9
1130.0,4,6
1130.0,4,22
1130.0,4,7
1130.0,4,34
1130.0,4,36
1130.0,4,38
1130.0,4,39
1130.0,5,1
1130.0,5,3
1130.0,5,2
1130.0,5,12
1130.0,5,20
1130.0,5,10
1130.0,5,0
1130.0,5,28
1130.0,5,29
1130.0,5,9
1130.0,5,6
1130.0,5,22
1130.0,5,7
1130.0,5,34
1130.0,5,36
1130.0,5,38
1130.0,5,39
1130.0,1,3
1130.0,1,2
1130.0,1,12
1130.0,1,20
1130.0,1,10
1130.0,1,0
1130.0,1,28
1130.0,1,29
1130.0,1,9
1130.0,1,6
1130.0,1,22
1130.0,1,7
1130.0,1,34
1130.0,1,36
1130.0,1,38
1130.0,1,39
1130.0,3,2
1130.0,3,12
1130.0,3,20
1130.0,3,10
1130.0,3,0
1130.0,3,28
1130.0,3,29
1130.0,3,9
1130.0,3,6
1130.0,3,22
1130.0,3,7
1130.0,3,34
1130.0,3,36
1130.0,3,38
1130.0,3,39
1130.0,2,12
1130.0,2,20
1130.0,2,10
1130.0,2,0
1130.0,2,28
1130.0,2,29
1130.0,2,9
1130.0,2,6
1130.0,2,22
1130.0,2,7
1130.0,2,34
1130.0,2,36
1130.0,2,38
1130.0,2,39
1130.0,12,20
1130.0,12,10
1130.0,12,0
1130.0,12,28
1130.0,12,29
1130.0,12,9
1130.0,12,6
1130.0,12,22
1130.0,12,7
1130.0,12,34
1130.0,12,36
1130.0,12,38
1130.0,12,39
1130.0,20,10
1130.0,20,0
1130.0,20,28
1130.0,20,29
1130.0,20,9
1130.0,20,6
1130.0,20,22
1130.0,20,7
1130.0,20,34
1130.0,20,36
1130.0,20,38
1130.0,20,39
1130.0,10,0
1130.0,10,28
1130.0,10,29
1130.0,10,9
1130.0,10,6
1130.0,10,22
1130.0,10,7
1130.0,10,34
1130.0,10,36
1130.0,10,38
1130.0,10,39
1130.0,0,28
1130.0,0,29
1130.0,0,9
1130.0,0,6
1130.0,0,22
1130.0,0,7
1130.0,0,34
1130.0,0,36
1130.0,0,38
1130.0,0,39
1130.0,28,29
1130.0,28,9
1130.0,28,6
1130.0,28,22
1130.0,28,7
1130.0,28,34
1130.0,28,36
1130.0,28,38
1130.0,28,39
1130.0,29,9
1130.0,29,6
1130.0,29,22
1130.0,29,7
1130.0,29,34
1130.0,29,36
1130.0,29,38
1130.0,29,39
1130.0,9,6
1130.0,9,22
1130.0,9,7
1130.0,9,34
1130.0,9,36
1130.0,9,38
1130.0,9,39
1130.0,6,22
1130.0,6,7
1130.0,6,34
1130.0,6,36
1130.0,6,38
1130.0,6,39
1130.0,22,7
1130.0,22,34
1130.0,22,36
1130.0,22,38
1130.0,22,39
1130.0,7,34
1130.0,7,36
1130.0,7,38
1130.0,7,39
1130.0,34,36
1130.0,34,38
1130.0,34,39
1130.0,36,38
1130.0,36,39
1130.0,38,39
1230.0,1,4
1230.0,1,5
1230.0,1,3
1230.0,1,12
1230.0,1,31
1230.0,1,24
1230.0,1,20
1230.0,1,11
1230.0,1,23
1230.0,1,6
1230.0,1,2
1230.0,1,19
1230.0,1,22
1230.0,1,26
1230.0,1,0
1230.0,1,10
1230.0,1,9
1230.0,1,8
1230.0,1,18
1230.0,1,28
1230.0,1,25
1230.0,1,29
1230.0,4,5
1230.0,4,3
1230.0,4,12
1230.0,4,31
1230.0,4,24
1230.0,4,20
1230.0,4,11
1230.0,4,23
1230.0,4,6
1230.0,4,2
1230.0,4,19
1230.0,4,22
1230.0,4,26
1230.0,4,0
1230.0,4,10
1230.0,4,9
1230.0,4,8
1230.0,4,18
1230.0,4,28
1230.0,4,25
1230.0,4,29
1230.0,5,3
1230.0,5,12
1230.0,5,31
1230.0,5,24
1230.0,5,20
1230.0,5,11
1230.0,5,23
1230.0,5,6
1230.0,5,2
1230.0,5,19
1230.0,5,22
1230.0,5,26
1230.0,5,0
1230.0,5,10
1230.0,5,9
1230.0,5,8
1230.0,5,18
1230.0,5,28
1230.0,5,25
1230.0,5,29
1230.0,3,12
1230.0,3,31
1230.0,3,24
1230.0,3,20
1230.0,3,11
1230.0,3,23
1230.0,3,6
1230.0,3,2
1230.0,3,19
1230.0,3,22
1230.0,3,26
1230.0,3,0
1230.0,3,10
1230.0,3,9
1230.0,3,8
1230.0,3,18
1230.0,3,28
1230.0,3,25
1230.0,3,29
1230.0,12,31
1230.0,12,24
1230.0,12,20
1230.0,12,11
1230.0,12,23
1230.0,12,6
1230.0,12,2
1230.0,12,19
1230.0,12,22
1230.0,12,26
1230.0,12,0
1230.0,12,10
1230.0,12,9
1230.0,12,8
1230.0,12,18
1230.0,12,28
1230.0,12,25
1230.0,12,29
1230.0,31,24
1230.0,31,20
1230.0,31,11
1230.0,31,23
1230.0,31,6
1230.0,31,2
1230.0,31,19
1230.0,31,22
1230.0,31,26
1230.0,31,0
1230.0,31,10
1230.0,31,9
1230.0,31,8
1230.0,31,18
1230.0,31,28
1230.0,31,25
1230.0,31,29
1230.0,24,20
1230.0,24,11
1230.0,24,23
1230.0,24,6
1230.0,24,2
1230.0,24,19
1230.0,24,22
1230.0,24,26
1230.0,24,0
1230.0,24,10
1230.0,24,9
1230.0,24,8
1230.0,24,18
1230.0,24,28
1230.0,24,25
1230.0,24,29
1230.0,20,11
1230.0,20,23
1230.0,20,6
1230.0,20,2
1230.0,20,19
1230.0,20,22
1230.0,20,26
1230.0,20,0
1230.0,20,10
1230.0,20,9
1230.0,20,8
1230.0,20,18
1230.0,20,28
1230.0,20,25
1230.0,20,29
1230.0,11,23
1230.0,11,6
1230.0,11,2
1230.0,11,19
1230.0,11,22
1230.0,11,26
1230.0,11,0
1230.0,11,10
1230.0,11,9
1230.0,11,8
1230.0,11,18
1230.0,11,28
1230.0,11,25
1230.0,11,29
1230.0,23,6
1230.0,23,2
1230.0,23,19
1230.0,23,22
1230.0,23,26
1230.0,23,0
1230.0,23,10
1230.0,23,9
1230.0,23,8
1230.0,23,18
1230.0,23,28
1230.0,23,25
1230.0,23,29
1230.0,6,2
1230.0,6,19
1230.0,6,22
1230.0,6,26
1230.0,6,0
1230.0,6,10
1230.0,6,9
1230.0,6,8
1230.0,6,18
1230.0,6,28
1230.0,6,25
1230.0,6,29
1230.0,2,19
1230.0,2,22
1230.0,2,26
1230.0,2,0
1230.0,2,10
1230.0,2,9
1230.0,2,8
1230.0,2,18
1230.0,2,28
1230.0,2,25
1230.0,2,29
1230.0,19,22
1230.0,19,26
1230.0,19,0
1230.0,19,10
1230.0,19,9
1230.0,19,8
1230.0,19,18
1230.0,19,28
1230.0,19,25
1230.0,19,29
1230.0,22,26
1230.0,22,0
1230.0,22,10
1230.0,22,9
1230.0,22,8
1230.0,22,18
1230.0,22,28
1230.0,22,25
1230.0,22,29
1230.0,26,0
1230.0,26,10
1230.0,26,9
1230.0,26,8
1230.0,26,18
1230.0,26,28
1230.0,26,25
1230.0,26,29
1230.0,0,10
1230.0,0,9
1230.0,0,8
1230.0,0,18
1230.0,0,28
1230.0,0,25
1230.0,0,29
1230.0,10,9
1230.0,10,8
1230.0,10,18
1230.0,10,28
1230.0,10,25
1230.0,10,29
1230.0,9,8
1230.0,9,18
1230.0,9,28
1230.0,9,25
1230.0,9,29
1230.0,8,18
1230.0,8,28
1230.0,8,25
1230.0,8,29
1230.0,18,28
1230.0,18,25
1230.0,18,29
1230.0,28,25
1230.0,28,29
1230.0,25,29
1430.0,0,1
1430.0,0,5
1430.0,0,10
1430.0,0,3
1430.0,0,4
1430.0,0,2
1430.0,0,6
1430.0,0,11
1430.0,0,26
1430.0,0,9
1430.0,0,12
1430.0,0,20
1430.0,0,24
1430.0,0,22
1430.0,0,18
1430.0,0,28
1430.0,0,29
1430.0,0,19
1430.0,0,8
1430.0,0,32
1430.0,0,31
1430.0,0,30
1430.0,0,7
1430.0,0,17
1430.0,1,5
1430.0,1,10
1430.0,1,3
1430.0,1,4
1430.0,1,2
1430.0,1,6
1430.0,1,11
1430.0,1,26
1430.0,1,9
1430.0,1,12
1430.0,1,20
1430.0,1,24
1430.0,1,22
1430.0,1,18
1430.0,1,28
1430.0,1,29
1430.0,1,19
1430.0,1,8
1430.0,1,32
1430.0,1,31
1430.0,1,30
1430.0,1,7
1430.0,1,17
1430.0,5,10
1430.0,5,3
1430.0,5,4
1430.0,5,2
1430.0,5,6
1430.0,5,11
1430.0,5,26
1430.0,5,9
1430.0,5,12
1430.0,5,20
1430.0,5,24
1430.0,5,22
1430.0,5,18
1430.0,5,28
1430.0,5,29
1430.0,5,19
1430.0,5,8
1430.0,5,32
1430.0,5,31
1430.0,5,30
1430.0,5,7
1430.0,5,17
1430.0,10,3
1430.0,10,4
1430.0,10,2
1430.0,10,6
1430.0,10,11
1430.0,10,26
1430.0,10,9
1430.0,10,12
1430.0,10,20
1430.0,10,24
1430.0,10,22
1430.0,10,18
1430.0,10,28
1430.0,10,29
1430.0,10,19
1430.0,10,8
1430.0,10,32
1430.0,10,31
1430.0,10,30
1430.0,10,7
1430.0,10,17
1430.0,3,4
1430.0,3,2
1430.0,3,6
1430.0,3,11
1430.0,3,26
1430.0,3,9
1430.0,3,12
1430.0,3,20
1430.0,3,24
1430.0,3,22
1430.0,3,18
1430.0,3,28
1430.0,3,29
1430.0,3,19
1430.0,3,8
1430.0,3,32
1430.0,3,31
1430.0,3,30
1430.0,3,7
1430.0,3,17
1430.0,4,2
1430.0,4,6
1430.0,4,11
1430.0,4,26
1430.0,4,9
1430.0,4,12
1430.0,4,20
1430.0,4,24
1430.0,4,22
1430.0,4,18
1430.0,4,28
1430.0,4,29
1430.0,4,19
1430.0,4,8
1430.0,4,32
1430.0,4,31
1430.0,4,30
1430.0,4,7
1430.0,4,17
1430.0,2,6
1430.0,2,11
1430.0,2,26
1430.0,2,9
1430.0,2,12
1430.0,2,20
1430.0,2,24
1430.0,2,22
1430.0,2,18
1430.0,2,28
1430.0,2,29
1430.0,2,19
1430.0,2,8
1430.0,2,32
1430.0,2,31
1430.0,2,30
1430.0,2,7
1430.0,2,17
1430.0,6,11
1430.0,6,26
1430.0,6,9
1430.0,6,12
1430.0,6,20
1430.0,6,24
1430.0,6,22
1430.0,6,18
1430.0,6,28
1430.0,6,29
1430.0,6,19
1430.0,6,8
1430.0,6,32
1430.0,6,31
1430.0,6,30
1430.0,6,7
1430.0,6,17
1430.0,11,26
1430.0,11,9
1430.0,11,12
1430.0,11,20
1430.0,11,24
1430.0,11,22
1430.0,11,18
1430.0,11,28
1430.0,11,29
1430.0,11,19
1430.0,11,8
1430.0,11,32
1430.0,11,31
1430.0,11,30
1430.0,11,7
1430.0,11,17
1430.0,26,9
1430.0,26,12
1430.0,26,20
1430.0,26,24
1430.0,26,22
1430.0,26,18
1430.0,26,28
1430.0,26,29
1430.0,26,19
1430.0,26,8
1430.0,26,32
1430.0,26,31
1430.0,26,30
1430.0,26,7
1430.0,26,17
1430.0,9,12
1430.0,9,20
1430.0,9,24
1430.0,9,22
1430.0,9,18
1430.0,9,28
1430.0,9,29
1430.0,9,19
1430.0,9,8
1430.0,9,32
1430.0,9,31
1430.0,9,30
1430.0,9,7
1430.0,9,17
1430.0,12,20
1430.0,12,24
1430.0,12,22
1430.0,12,18
1430.0,12,28
1430.0,12,29
1430.0,12,19
1430.0,12,8
1430.0,12,32
1430.0,12,31
1430.0,12,30
1430.0,12,7
1430.0,12,17
1430.0,20,24
1430.0,20,22
1430.0,20,18
1430.0,20,28
1430.0,20,29
1430.0,20,19
1430.0,20,8
1430.0,20,32
1430.0,20,31
1430.0,20,30
1430.0,20,7
1430.0,20,17
1430.0,24,22
1430.0,24,18
1430.0,24,28
1430.0,24,29
1430.0,24,19
1430.0,24,8
1430.0,24,32
1430.0,24,31
1430.0,24,30
1430.0,24,7
1430.0,24,17
1430.0,22,18
1430.0,22,28
1430.0,22,29
1430.0,22,19
1430.0,22,8
1430.0,22,32
1430.0,22,31
1430.0,22,30
1430.0,22,7
1430.0,22,17
1430.0,18,28
1430.0,18,29
1430.0,18,19
1430.0,18,8
1430.0,18,32
1430.0,18,31
1430.0,18,30
1430.0,18,7
1430.0,18,17
1430.0,28,29
1430.0,28,19
1430.0,28,8
1430.0,28,32
1430.0,28,31
1430.0,28,30
1430.0,28,7
1430.0,28,17
1430.0,29,19
1430.0,29,8
1430.0,29,32
1430.0,29,31
1430.0,29,30
1430.0,29,7
1430.0,29,17
1430.0,19,8
1430.0,19,32
1430.0,19,31
1430.0,19,30
1430.0,19,7
1430.0,19,17
1430.0,8,32
1430.0,8,31
1430.0,8,30
1430.0,8,7
1430.0,8,17
1430.0,32,31
1430.0,32,30
1430.0,32,7
1430.0,32,17
1430.0,31,30
1430.0,31,7
1430.0,31,17
1430.0,30,7
1430.0,30,17
1430.0,7,17
1530.0,24,26
1530.0,24,1
1530.0,24,4
1530.0,24,5
1530.0,24,18
1530.0,24,12
1530.0,24,20
1530.0,24,3
1530.0,24,28
1530.0,24,22
1530.0,24,2
1530.0,24,8
1530.0,24,10
1530.0,24,11
1530.0,24,6
1530.0,24,7
1530.0,24,31
1530.0,24,32
1530.0,24,21
1530.0,24,9
1530.0,24,19
1530.0,24,0
1530.0,24,35
1530.0,24,37
1530.0,26,1
1530.0,26,4
1530.0,26,5
1530.0,26,18
1530.0,26,12
1530.0,26,20
1530.0,26,3
1530.0,26,28
1530.0,26,22
1530.0,26,2
1530.0,26,8
1530.0,26,10
1530.0,26,11
1530.0,26,6
1530.0,26,7
1530.0,26,31
1530.0,26,32
1530.0,26,21
1530.0,26,9
1530.0,26,19
1530.0,26,0
1530.0,26,35
1530.0,26,37
1530.0,1,4
1530.0,1,5
1530.0,1,18
1530.0,1,12
1530.0,1,20
1530.0,1,3
1530.0,1,28
1530.0,1,22
1530.0,1,2
1530.0,1,8
1530.0,1,10
1530.0,1,11
1530.0,1,6
1530.0,1,7
1530.0,1,31
1530.0,1,32
1530.0,1,21
1530.0,1,9
1530.0,1,19
1530.0,1,0
1530.0,1,35
1530.0,1,37
1530.0,4,5
1530.0,4,18
1530.0,4,12
1530.0,4,20
1530.0,4,3
1530.0,4,28
1530.0,4,22
1530.0,4,2
1530.0,4,8
1530.0,4,10
1530.0,4,11
1530.0,4,6
1530.0,4,7
1530.0,4,31
1530.0,4,32
1530.0,4,21
1530.0,4,9
1530.0,4,19
1530.0,4,0
1530.0,4,35
1530.0,4,37
1530.0,5,18
1530.0,5,12
1530.0,5,20
1530.0,5,3
1530.0,5,28
1530.0,5,22
1530.0,5,2
1530.0,5,8
1530.0,5,10
1530.0,5,11
1530.0,5,6
1530.0,5,7
1530.0,5,31
1530.0,5,32
1530.0,5,21
1530.0,5,9
1530.0,5,19
1530.0,5,0
1530.0,5,35
1530.0,5,37
1530.0,18,12
1530.0,18,20
1530.0,18,3
1530.0,18,28
1530.0,18,22
1530.0,18,2
1530.0,18,8
1530.0,18,10
1530.0,18,11
1530.0,18,6
1530.0,18,7
1530.0,18,31
1530.0,18,32
1530.0,18,21
1530.0,18,9
1530.0,18,19
1530.0,18,0
1530.0,18,35
1530.0,18,37
1530.0,12,20
1530.0,12,3
1530.0,12,28
1530.0,12,22
1530.0,12,2
1530.0,12,8
1530.0,12,10
1530.0,12,11
1530.0,12,6
1530.0,12,7
1530.0,12,31
1530.0,12,32
1530.0,12,21
1530.0,12,9
1530.0,12,19
1530.0,12,0
1530.0,12,35
1530.0,12,37
1530.0,20,3
1530.0,20,28
1530.0,20,22
1530.0,20,2
1530.0,20,8
1530.0,20,10
1530.0,20,11
1530.0,20,6
1530.0,20,7
1530.0,20,31
1530.0,20,32
1530.0,20,21
1530.0,20,9
1530.0,20,19
1530.0,20,0
1530.0,20,35
1530.0,20,37
1530.0,3,28
1530.0,3,22
1530.0,3,2
1530.0,3,8
1530.0,3,10
1530.0,3,11
1530.0,3,6
1530.0,3,7
1530.0,3,31
1530.0,3,32
1530.0,3,21
1530.0,3,9
1530.0,3,19
1530.0,3,0
1530.0,3,35
1530.0,3,37
1530.0,28,22
1530.0,28,2
1530.0,28,8
1530.0,28,10
1530.0,28,11
1530.0,28,6
1530.0,28,7
1530.0,28,31
1530.0,28,32
1530.0,28,21
1530.0,28,9
1530.0,28,19
1530.0,28,0
1530.0,28,35
1530.0,28,37
1530.0,22,2
1530.0,22,8
1530.0,22,10
1530.0,22,11
1530.0,22,6
1530.0,22,7
1530.0,22,31
1530.0,22,32
1530.0,22,21
1530.0,22,9
1530.0,22,19
1530.0,22,0
1530.0,22,35
1530.0,22,37
1530.0,2,8
1530.0,2,10
1530.0,2,11
1530.0,2,6
1530.0,2,7
1530.0,2,31
1530.0,2,32
1530.0,2,21
1530.0,2,9
1530.0,2,19
1530.0,2,0
1530.0,2,35
1530.0,2,37
1530.0,8,10
1530.0,8,11
1530.0,8,6
1530.0,8,7
1530.0,8,31
1530.0,8,32
1530.0,8,21
1530.0,8,9
1530.0,8,19
1530.0,8,0
1530.0,8,35
1530.0,8,37
1530.0,10,11
1530.0,10,6
1530.0,10,7
1530.0,10,31
1530.0,10,32
1530.0,10,21
1530.0,10,9
1530.0,10,19
1530.0,10,0
1530.0,10,35
1530.0,10,37
1530.0,11,6
1530.0,11,7
1530.0,11,31
1530.0,11,32
1530.0,11,21
1530.0,11,9
1530.0,11,19
1530.0,11,0
1530.0,11,35
1530.0,11,37
1530.0,6,7
1530.0,6,31
1530.0,6,32
1530.0,6,21
1530.0,6,9
1530.0,6,19
1530.0,6,0
1530.0,6,35
1530.0,6,37
1530.0,7,31
1530.0,7,32
1530.0,7,21
1530.0,7,9
1530.0,7,19
1530.0,7,0
1530.0,7,35
1530.0,7,37
1530.0,31,32
1530.0,31,21
1530.0,31,9
1530.0,31,19
1530.0,31,0
1530.0,31,35
1530.0,31,37
1530.0,32,21
1530.0,32,9
1530.0,32,19
1530.0,32,0
1530.0,32,35
1530.0,32,37
1530.0,21,9
1530.0,21,19
1530.0,21,0
1530.0,21,35
1530.0,21,37
1530.0,9,19
1530.0,9,0
1530.0,9,35
1530.0,9,37
1530.0,19,0
1530.0,19,35
1530.0,19,37
1530.0,0,35
1530.0,0,37
1530.0,35,37
1630.0,24,31
1630.0,24,1
1630.0,24,4
1630.0,24,12
1630.0,24,2
1630.0,24,8
1630.0,24,11
1630.0,24,22
1630.0,24,20
1630.0,24,5
1630.0,24,3
1630.0,24,23
1630.0,24,9
1630.0,24,10
1630.0,24,19
1630.0,24,18
1630.0,24,26
1630.0,31,1
1630.0,31,4
1630.0,31,12
1630.0,31,2
1630.0,31,8
1630.0,31,11
1630.0,31,22
1630.0,31,20
1630.0,31,5
1630.0,31,3
1630.0,31,23
1630.0,31,9
1630.0,31,10
1630.0,31,19
1630.0,31,18
1630.0,31,26
1630.0,1,4
1630.0,1,12
1630.0,1,2
1630.0,1,8
1630.0,1,11
1630.0,1,22
1630.0,1,20
1630.0,1,5
1630.0,1,3
1630.0,1,23
1630.0,1,9
1630.0,1,10
1630.0,1,19
1630.0,1,18
1630.0,1,26
1630.0,4,12
1630.0,4,2
1630.0,4,8
1630.0,4,11
1630.0,4,22
1630.0,4,20
1630.0,4,5
1630.0,4,3
1630.0,4,23
1630.0,4,9
1630.0,4,10
1630.0,4,19
1630.0,4,18
1630.0,4,26
1630.0,12,2
1630.0,12,8
1630.0,12,11
1630.0,12,22
1630.0,12,20
1630.0,12,5
1630.0,12,3
1630.0,12,23
1630.0,12,9
1630.0,12,10
1630.0,12,19
1630.0,12,18
1630.0,12,26
1630.0,2,8
1630.0,2,11
1630.0,2,22
1630.0,2,20
1630.0,2,5
1630.0,2,3
1630.0,2,23
1630.0,2,9
1630.0,2,10
1630.0,2,19
1630.0,2,18
1630.0,2,26
1630.0,8,11
1630.0,8,22
1630.0,8,20
1630.0,8,5
1630.0,8,3
1630.0,8,23
1630.0,8,9
1630.0,8,10
1630.0,8,19
1630.0,8,18
1630.0,8,26
1630.0,11,22
1630.0,11,20
1630.0,11,5
1630.0,11,3
1630.0,11,23
1630.0,11,9
1630.0,11,10
1630.0,11,19
1630.0,11,18
1630.0,11,26
1630.0,22,20
1630.0,22,5
1630.0,22,3
1630.0,22,23
1630.0,22,9
1630.0,22,10
1630.0,22,19
1630.0,22,18
1630.0,22,26
1630.0,20,5
1630.0,20,3
1630.0,20,23
1630.0,20,9
1630.0,20,10
1630.0,20,19
1630.0,20,18
1630.0,20,26
1630.0,5,3
1630.0,5,23
1630.0,5,9
1630.0,5,10
1630.0,5,19
1630.0,5,18
1630.0,5,26
1630.0,3,23
1630.0,3,9
1630.0,3,10
1630.0,3,19
1630.0,3,18
1630.0,3,26
1630.0,23,9
1630.0,23,10
1630.0,23,19
1630.0,23,18
1630.0,23,26
1630.0,9,10
1630.0,9,19
1630.0,9,18
1630.0,9,26
1630.0,10,19
1630.0,10,18
1630.0,10,26
1630.0,19,18
1630.0,19,26
1630.0,18,26
1730.0,24,4
1730.0,24,3
1730.0,24,12
1730.0,24,1
1730.0,24,5
1730.0,24,28
1730.0,24,6
1730.0,24,11
1730.0,24,20
1730.0,24,2
1730.0,24,7
1730.0,24,10
1730.0,24,31
1730.0,24,8
1730.0,24,9
1730.0,24,26
1730.0,24,22
1730.0,24,18
1730.0,24,19
1730.0,24,23
1730.0,24,0
1730.0,4,3
1730.0,4,12
1730.0,4,1
